State,University/College ,Campus,Student enrollment,Violent crime,Murder and nonnegligent manslaughter,Rape (revised definition),Rape (legacy definition),Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Missouri,St. Louis Community College: ,Florissant Valley6,,0,0,0,,0,0,20,0,19,1,0
Missouri,St. Louis Community College: ,Meramec,21218,1,0,0,,0,1,16,0,16,0,0
Missouri,Truman State University,,6248,0,0,0,,0,0,39,1,38,0,0
Missouri,University of Central Missouri,,13379,12,0,3,,3,6,140,10,122,8,1
Missouri,University of Missouri: ,Columbia,35425,10,0,3,,2,5,271,7,255,9,0
Missouri,University of Missouri: ,Kansas City,16146,6,0,0,,3,3,66,20,44,2,0
Missouri,University of Missouri: ,St. Louis,17072,2,0,1,,0,1,61,5,54,2,0
Missouri,Washington University,,14348,0,0,0,,0,0,73,1,72,0,0
Montana,Montana State University,,14982,7,0,2,,0,5,165,5,155,5,4
Montana,University of Montana,,13952,2,0,0,,0,2,100,6,92,2,0
Nebraska,Metropolitan Community College,Douglas County,14675,2,0,,0,0,2,26,0,26,0,0
Nebraska,University of Nebraska,Kearney7,6902,2,0,2,,0,0,31,3,28,0,1
Nevada,Truckee Meadows Community College,,11106,0,0,0,,0,0,15,1,14,0,0
Nevada,University of Nevada:,Las Vegas,28515,17,0,6,,6,5,293,23,246,24,0
Nevada,University of Nevada:,Reno,19934,4,0,1,,1,2,162,10,144,8,0
New Jersey,University of New Hampshire,,15117,27,0,25,,0,2,125,9,113,3,2
New Jersey,Brookdale Community College,,14144,0,0,0,,0,0,27,0,26,1,0
New Jersey,Essex County College,,11468,3,0,0,,1,2,86,2,82,2,0
New Jersey,Kean University,,14359,3,0,1,,0,2,104,3,97,4,0
New Jersey,Middlesex County College,,12059,1,0,0,,0,1,29,0,29,0,0
New Jersey,Monmouth University,,6395,1,0,1,,0,0,30,1,29,0,0
New Jersey,Montclair State University,,20022,2,0,1,,0,1,117,10,107,0,0
New Jersey,New Jersey Institute of Technology,,10646,15,0,1,,10,4,104,2,91,11,0
New Jersey,Princeton University,,8088,1,0,0,,0,1,382,18,354,10,1
New Jersey,Rowan University,,14778,8,0,4,,0,4,137,17,120,0,0
New Jersey,Rutgers University: ,Camden,6321,2,0,0,,2,0,65,2,63,0,0
New Jersey,Rutgers University: ,Newark,11314,29,0,2,,24,3,256,0,253,3,0
New Jersey,Rutgers University: ,New Brunswick,48378,33,0,10,,7,16,527,55,469,3,1
New Jersey,Stevens Institute of Technology,,6125,1,0,0,,0,1,34,2,32,0,0
New Jersey,Stockton University,,8570,1,0,1,,0,0,31,1,29,1,0
New Jersey,The College of New Jersey,,7409,3,0,3,,0,0,84,3,76,5,1
New Jersey,William Paterson University,,11048,0,0,0,,0,0,59,1,57,1,0
New Mexico,Eastern New Mexico University,,5879,6,0,,3,0,3,40,5,35,0,
New Mexico,New Mexico Institute of Mining and Technology,,2127,1,0,,0,0,1,59,6,49,4,
New Mexico,New Mexico State University,,15829,13,0,,1,2,10,259,47,199,13,2
New Mexico,University of New Mexico,,27844,38,0,,8,5,25,613,49,502,62,
New Mexico,Western New Mexico University,,3557,4,0,,0,0,4,28,12,16,0,
New York,Cornell University,,21679,3,0,2,,0,1,272,21,250,1,0
New York,Ithaca College5,,6587,5,0,4,,1,0,108,13,95,0,0
New York,Rensselaer Polytechnic Institute,,6835,0,0,,0,0,0,40,0,40,0,0
New York,State University of New York: ,Binghamton,16695,8,0,7,,1,0,225,12,213,0,0
New York,State University of New York: ,Buffalo,29995,10,0,4,,1,5,304,38,265,1,1
New York,State University of New York: ,Downstate Medical Center,1865,4,0,0,,0,4,57,0,57,0,0
New York,State University of New York: ,Maritime College5,1799,0,0,0,,0,0,18,3,15,0,0
New York,State University of New York: ,Stony Brook5,24607,10,0,1,,1,8,279,19,259,1,0
New York,State University of New York: ,Upstate Medical Center,1516,0,0,0,,0,0,84,5,78,1,0
New York,State University of New York Agricultural and Technical College:,Alfred,3661,3,0,2,,0,1,52,7,44,1,0
New York,State University of New York Agricultural and Technical College:,Canton,3278,1,0,1,,0,0,31,1,29,1,0
New York,State University of New York Agricultural and Technical College:,Cobleskill,2535,5,0,3,,0,2,18,4,13,1,0
New York,State University of New York Agricultural and Technical College:,Farmingdale,8394,2,0,1,,0,1,31,2,29,0,0
New York,State University of New York Agricultural and Technical College:,Morrisville,2910,4,0,3,,1,0,42,11,31,0,0
New York,State University of New York College:,Brockport,8106,5,0,4,,0,1,43,2,41,0,0
New York,State University of New York College:,Buffalo,11083,14,0,3,,3,8,160,12,146,2,1
New York,State University of New York College:,Cortland,6958,3,0,2,,0,1,44,6,36,2,0
New York,State University of New York College:,Environmental Science and Forestry,2200,0,0,0,,0,0,25,0,25,0,0
New York,State University of New York College:,Fredonia,5215,1,0,1,,0,0,34,8,26,0,0
New York,State University of New York College:,Geneseo,5658,2,0,2,,0,0,84,10,71,3,0
New York,State University of New York College:,New Paltz,7692,1,0,1,,0,0,35,0,35,0,0
New York,State University of New York College:,Old Westbury,4504,1,0,0,,1,0,38,3,35,0,0
New York,State University of New York College:,Oneonta,6101,3,0,3,,0,0,40,3,36,1,0
New York,State University of New York College:,Optometry,363,0,0,0,,0,0,5,0,5,0,0
New York,State University of New York College:,Oswego,8034,4,0,4,,0,0,76,6,70,0,0
New York,State University of New York College:,Plattsburgh,5968,0,0,0,,0,0,70,2,68,0,0
New York,State University of New York College:,Potsdam,3979,2,0,2,,0,0,58,7,50,1,0
New York,State University of New York College:,Purchase,4225,1,0,1,,0,0,72,11,61,0,0
New York,State University of New York College:,Technology,3598,1,0,,0,0,1,38,5,33,0,0
New York,State University of New York College:,Utica-Rome,2740,1,0,1,,0,0,12,0,12,0,0
North Carolina,Appalachian State University,,18026,3,0,,2,0,1,58,8,47,3,0
North Carolina,Davidson College,,1770,3,0,,3,0,0,72,13,59,0,2
North Carolina,Duke University,,15856,6,0,,2,4,0,371,17,345,9,1
North Carolina,East Carolina University,,27511,11,0,,5,3,3,169,6,163,0,0
North Carolina,Elizabeth City State University,,1867,1,0,,0,0,1,64,17,46,1,1
North Carolina,Elon University,,6483,0,0,,0,0,0,10,0,10,0,0
North Carolina,Fayetteville State University,,5899,7,0,,4,1,2,60,8,48,4,0
North Carolina,Methodist University,,2461,2,0,,1,0,1,38,4,34,0,1
North Carolina,North Carolina Agricultural and Technical State University,,10725,5,0,,3,0,2,115,16,97,2,0
North Carolina,North Carolina Central University,,7687,15,0,,4,5,6,132,16,114,2,3
North Carolina,North Carolina School of the Arts,,958,0,0,,0,0,0,19,8,11,0,0
North Carolina,North Carolina State University,Raleigh,33989,14,0,,5,1,8,249,17,226,6,0
North Carolina,University of North Carolina:,Asheville,3845,3,0,,2,1,0,20,0,19,1,0
North Carolina,University of North Carolina:,Chapel Hill,29135,6,0,,2,4,0,260,20,219,21,0
North Carolina,University of North Carolina:,Charlotte,27238,1,0,,0,0,1,133,10,122,1,1
North Carolina,University of North Carolina:,Greensboro,18647,8,0,,4,0,4,116,4,111,1,1
North Carolina,University of North Carolina:,Wilmington,14570,6,0,,4,1,1,231,6,224,1,0
North Carolina,Wake Forest University,,7788,4,0,,3,1,0,138,23,109,6,0
North Carolina,Western Carolina University,,10382,3,0,,3,0,0,73,16,56,1,0
North Carolina,Winston-Salem State University,,5220,2,1,,0,1,0,68,12,54,2,0
North Dakota,North Dakota State College of Science,,3033,0,0,0,,0,0,26,3,23,0,0
North Dakota,North Dakota State University,,14747,1,0,1,,0,0,151,9,139,3,0
North Dakota,University of North Dakota,,14906,3,0,2,,0,1,128,7,118,3,0
Ohio,Bowling Green State University,,16554,13,0,11,,0,2,16,6,10,0,2
Ohio,Capital University,,3494,2,0,2,,0,0,56,20,35,1,0
Ohio,Columbus State Community College,,24448,0,0,0,,0,0,68,0,67,1,0
Ohio,Cuyahoga Community College,,27084,4,0,1,,2,1,74,2,70,2,0
Ohio,Kent State University,,29477,6,0,,2,3,1,167,5,162,0,1
Ohio,Lakeland Community College,,8250,0,0,0,,0,0,32,0,32,0,0
Ohio,Miami University,,18620,17,0,7,,1,9,192,7,181,4,0
Ohio,Notre Dame College,,2281,2,0,1,,0,1,36,5,31,0,0
Ohio,Ohio State University,Columbus,58322,22,0,13,,4,5,793,17,771,5,0
Ohio,Ohio University,,29217,10,0,10,,0,0,174,15,157,2,2
Ohio,Otterbein University,,2791,0,0,0,,0,0,31,4,27,0,0
Ohio,Shawnee State University,,4247,1,0,,1,0,0,40,0,39,1,0
Ohio,Sinclair Community College,,19093,1,0,0,,1,0,56,0,56,0,0
Ohio,University of Akron,,23962,9,0,2,,3,4,192,7,177,8,1
Ohio,University of Cincinnati,,35313,5,0,,2,3,0,297,3,293,1,0
Ohio,University of Toledo,,20626,3,0,2,,0,1,215,20,193,2,2
Ohio,Wright State University,,16842,8,0,4,,3,1,105,15,86,4,0
Oklahoma,Cameron University,,5537,3,0,2,,0,1,8,0,8,0,0
Oklahoma,East Central University,,4428,0,0,0,,0,0,12,3,9,0,0
Oklahoma,Langston University,,2482,10,0,2,,3,5,118,66,46,6,1
Oklahoma,Northeastern Oklahoma A&M College,,2274,2,0,1,,1,0,50,17,31,2,2
Oklahoma,Northeastern State University:,Broken Arrow6,,0,0,0,,0,0,0,0,0,0,0
Oklahoma,Northeastern State University:,Tahlequah,8310,0,0,0,,0,0,0,0,0,0,0
Oklahoma,Oklahoma City University,,3035,1,0,0,,0,1,41,5,36,0,0
Oklahoma,Oklahoma State University:,Main Campus,25962,4,0,2,,2,0,229,48,176,5,0
Oklahoma,Oklahoma State University:,Okmulgee,3379,1,0,1,,0,0,11,0,10,1,0
Oklahoma,Oklahoma State University:,Tulsa,664,0,0,0,,0,0,2,0,2,0,0
Oklahoma,Rogers State University,,4030,0,0,0,,0,0,4,0,4,0,0
Oklahoma,Seminole State College,,1895,0,0,0,,0,0,6,2,4,0,0
Oklahoma,Southeastern Oklahoma State University,,3878,2,0,2,,0,0,17,3,14,0,0
Oklahoma,Southwestern Oklahoma State University,,4994,0,0,0,,0,0,10,0,10,0,0
Oklahoma,Tulsa Community College,,17861,0,0,0,,0,0,5,0,5,0,0
Oklahoma,University of Central Oklahoma,,16840,5,0,1,,0,4,79,10,69,0,0
Oklahoma,University of Oklahoma: ,Health Sciences Center,3499,6,0,0,,3,3,154,5,146,3,0
Oklahoma,University of Oklahoma: ,Norman,27261,7,0,4,,0,3,299,6,283,10,1
Oklahoma,University of Oregon,,24096,8,0,3,,3,2,314,11,297,6,8
Pennsylvania,Bloomsburg University,,9998,4,0,3,,0,1,35,1,34,0,0
Pennsylvania,California University,,7978,1,0,1,,0,0,29,1,28,0,0
Pennsylvania,Cheyney University,,1022,8,0,5,,0,3,40,17,23,0,1
Pennsylvania,Clarion University,,5712,4,0,3,,0,1,32,0,32,0,0
Pennsylvania,Dickinson College,,2364,6,0,2,,0,4,105,10,94,1,0
Pennsylvania,East Stroudsburg University,,6819,1,0,0,,0,1,53,0,53,0,0
Pennsylvania,Edinboro University,,6837,4,0,3,,0,1,44,6,38,0,0
Pennsylvania,Elizabethtown College,,1822,3,0,2,,0,1,18,1,17,0,0
Pennsylvania,Indiana University,,14534,10,0,4,,3,3,57,3,54,0,1
Pennsylvania,Kutztown University,,9218,6,0,3,,0,3,54,1,53,0,0
Pennsylvania,Lehigh University,,7119,3,0,3,,0,0,26,0,26,0,0
Pennsylvania,Lock Haven University,,4917,2,0,2,,0,0,25,8,17,0,0
Pennsylvania,Mansfield University,,2752,0,0,0,,0,0,11,0,11,0,0
Pennsylvania,Millersville University,,8047,2,1,0,,0,1,33,1,32,0,0
Pennsylvania,Moravian College,,1970,4,0,0,,0,4,28,10,18,0,0
Pennsylvania,Pennsylvania State University:,Altoona,3903,2,0,2,,0,0,40,6,34,0,1
Pennsylvania,Pennsylvania State University:,Beaver,720,0,0,0,,0,0,4,0,4,0,1
Pennsylvania,Pennsylvania State University:,Behrend,4138,3,0,1,,0,2,31,6,25,0,0
Pennsylvania,Pennsylvania State University:,Berks,2839,1,0,1,,0,0,29,1,28,0,0
Pennsylvania,Pennsylvania State University:,Brandywine,1488,0,0,0,,0,0,4,0,4,0,0
Pennsylvania,Pennsylvania State University:,Harrisburg,4519,1,0,0,,0,1,14,0,14,0,0
Pennsylvania,Pennsylvania State University:,Hazleton,850,1,0,1,,0,0,6,0,6,0,0
Pennsylvania,Pennsylvania State University:,McKeesport,604,0,0,0,,0,0,6,0,6,0,0
Pennsylvania,Pennsylvania State University:,Mont Alto,940,0,0,0,,0,0,3,0,3,0,0
Pennsylvania,Pennsylvania State University:,Schuylkill,796,0,0,0,,0,0,11,5,6,0,0
Pennsylvania,Pennsylvania State University:,University Park,47040,39,0,24,,2,13,428,38,388,2,6
Pennsylvania,Shippensburg University,,7355,2,0,1,,0,1,36,5,30,1,1
Pennsylvania,Slippery Rock University,,8495,1,0,0,,0,1,39,1,36,2,0
Pennsylvania,University of Pittsburgh: ,Bradford,1499,2,0,2,,0,0,17,4,13,0,0
Pennsylvania,University of Pittsburgh: ,Greensburg,1578,0,0,0,,0,0,3,0,3,0,0
Pennsylvania,University of Pittsburgh: ,Johnstown,2869,5,0,2,,1,2,33,1,31,1,0
Pennsylvania,University of Pittsburgh: ,Pittsburgh,28617,27,0,8,,2,17,221,10,210,1,0
Pennsylvania,University of Pittsburgh: ,Titusville,371,2,0,1,,0,1,7,0,7,0,0
Pennsylvania,West Chester University,,16086,8,0,5,,1,2,67,6,61,0,0
Rhode Island,Brown University,,9181,0,0,0,,0,0,117,10,107,0,0
Rhode Island,University of Rhode Island,,16571,4,0,4,,0,0,93,13,79,1,0
South Carolina,Bob Jones University,,3108,0,0,0,,0,0,13,1,12,0,0
South Carolina,Clemson University,,21857,7,0,3,,0,4,244,13,179,52,1
South Carolina,Coastal Carolina University,,9976,14,0,5,,4,5,184,7,174,3,0
South Carolina,College of Charleston,,11456,0,0,0,,0,0,93,2,90,1,0
South Carolina,Columbia College,,1221,0,0,0,,0,0,9,2,6,1,0
South Carolina,Erskine College,,753,1,0,1,,0,0,8,6,2,0,0
South Carolina,Francis Marion University,,3944,0,0,0,,0,0,17,0,17,0,0
South Carolina,Greenville Technical College,,12592,2,0,0,,0,2,32,4,28,0,0
South Carolina,Lander University,,2787,1,0,1,,0,0,19,1,16,2,0
South Carolina,Medical University of South Carolina,,2898,4,0,3,,0,1,110,6,102,2,0
South Carolina,Midlands Technical College,,11424,1,0,0,,0,1,16,0,15,1,0
South Carolina,Orangeburg-Calhoun Technical College,,3060,0,0,0,,0,0,0,0,0,0,0
South Carolina,Presbyterian College,,1460,2,0,0,,0,2,21,2,18,1,1
South Carolina,South Carolina State University,,3331,5,0,0,,5,0,91,28,59,4,0
South Carolina,Spartanburg Methodist College,,793,1,0,0,,0,1,5,1,4,0,0
South Carolina,The Citadel,,3592,1,0,0,,1,0,12,4,8,0,0
South Carolina,Trident Technical College,,16136,0,0,0,,0,0,25,1,22,2,0
South Carolina,University of South Carolina:,Aiken,3444,1,0,0,,1,0,23,0,23,0,0
South Carolina,University of South Carolina:,Beaufort,1794,2,0,1,,0,1,8,2,6,0,0
South Carolina,University of South Carolina:,Columbia,32971,7,1,2,,2,2,285,12,232,41,0
South Carolina,University of South Carolina:,Upstate,5585,4,0,0,,0,4,26,1,25,0,0
South Carolina,Winthrop University,,6024,2,0,1,,1,0,35,7,28,0,0
South Dakota,South Dakota State University,,12543,0,0,0,,0,0,31,0,31,0,0
Tennessee,Austin Peay State University,,10111,6,0,4,,0,2,64,10,52,2,0
Tennessee,Chattanooga State Community College,,9332,2,0,0,,0,2,15,0,15,0,0
Tennessee,Christian Brothers University,,1667,2,0,0,,0,2,22,5,17,0,0
Tennessee,Cleveland State Community College,,3522,0,0,0,,0,0,10,1,9,0,0
Tennessee,East Tennessee State University,,14434,7,0,4,,1,2,72,7,65,0,2
Tennessee,Jackson State Community College,,4924,0,0,0,,0,0,0,0,0,0,0
Tennessee,Lincoln Memorial University,,3735,0,0,0,,0,0,0,0,0,0,0
Tennessee,Middle Tennessee State University,,22729,8,0,3,,3,2,166,19,147,0,0
Tennessee,Northeast State Community College,,5865,0,0,0,,0,0,4,0,4,0,0
Tennessee,Roane State Community College,,5832,0,0,0,,0,0,8,0,8,0,0
Tennessee,Southwest Tennessee Community College,,10227,3,0,1,,1,1,28,1,27,0,0
Tennessee,Tennessee State University,,9027,13,1,3,,5,4,54,16,36,2,1
Tennessee,Tennessee Technological University,,11339,3,0,1,,0,2,60,7,51,2,0
Tennessee,University of Memphis,,21059,3,0,1,,2,0,139,17,118,4,0
Tennessee,University of Tennessee: ,Chattanooga,11670,9,0,7,,2,0,79,15,60,4,0
Tennessee,University of Tennessee: ,Health Science Center6,,0,0,0,,0,0,30,2,28,0,0
Tennessee,University of Tennessee: ,Knoxville,30386,5,0,2,,1,2,268,30,227,11,2
Tennessee,University of Tennessee: ,Martin,7042,2,0,1,,0,1,32,5,27,0,0
Tennessee,University of the South,,1714,10,0,10,,0,0,76,21,54,1,2
Tennessee,Vanderbilt University,,12686,38,0,15,,4,19,394,7,385,2,0
Tennessee,Volunteer State Community College,,7664,0,0,0,,0,0,18,0,18,0,0
Tennessee,Walters State Community College,,6005,0,0,0,,0,0,8,0,7,1,0
Texas,Abilene Christian University,,4427,0,0,0,,0,0,67,5,62,0,0
Texas,Alamo Community College District,,55967,3,0,0,,1,2,204,32,166,6,3
Texas,Alvin Community College,,4837,0,0,0,,0,0,14,0,13,1,0
Texas,Amarillo College,,10336,0,0,0,,0,0,20,0,20,0,0
Texas,Angelo State University,,6494,2,0,1,,0,1,47,3,44,0,0
Texas,Austin College,,1301,1,0,0,,0,1,33,3,28,2,0
Texas,Baylor Health Care System6,,,3,0,2,,1,0,471,7,454,10,0
Texas,Baylor University,Waco,16263,11,0,3,,0,8,172,15,149,8,1
Texas,Brookhaven College,,12403,0,0,0,,0,0,24,1,22,1,0
Texas,Central Texas College,,20547,2,0,0,,0,2,16,0,16,0,0
Texas,College of the Mainland,,3858,0,0,0,,0,0,8,0,8,0,0
Texas,El Paso Community College,,28308,0,0,0,,0,0,46,0,45,1,0
Texas,Grayson College,,4636,0,0,0,,0,0,7,0,7,0,0
Texas,Hardin-Simmons University,,2084,1,0,0,,0,1,34,8,25,1,0
Texas,Houston Baptist University,,3128,3,0,1,,1,1,45,13,32,0,0
Texas,Houston Community College,,58276,9,0,2,,5,2,164,20,133,11,0
Texas,Lamar University,Beaumont,14895,8,0,1,,2,5,74,5,65,4,0
Texas,Laredo Community College,,8307,3,0,0,,0,3,11,1,10,0,0
Texas,McLennan Community College,,8294,0,0,0,,0,0,12,0,12,0,0
Texas,Midwestern State University,,5874,3,0,1,,1,1,60,18,42,0,0
Texas,Mountain View College,,8950,1,0,0,,0,1,15,0,13,2,0
Texas,North Lake College,,10744,1,0,0,,0,1,19,2,17,0,0
Texas,Paris Junior College,,5086,1,0,1,,0,0,15,3,12,0,0
Texas,Rice University,,6621,4,0,0,,3,1,206,8,194,4,0
Texas,Richland College,,19343,1,0,0,,1,0,28,0,25,3,0
Texas,Southern Methodist University,,11272,4,0,3,,0,1,154,2,152,0,0
Texas,Southwestern University,,1538,0,0,0,,0,0,34,11,16,7,0
Texas,Stephen F. Austin State University,,12801,2,0,2,,0,0,56,3,52,1,0
Texas,St. Mary's University,,3712,1,0,1,,0,0,18,2,14,2,0
Texas,Sul Ross State University,,2873,0,0,0,,0,0,57,10,47,0,0
Texas,Tarleton State University,,11681,2,0,2,,0,0,83,10,72,1,0
Texas,Texas A&M International University,,7554,5,0,5,,0,0,36,6,28,2,0
Texas,Texas A&M University: ,Central Texas6,,0,0,0,,0,0,7,3,4,0,0
Texas,Texas A&M University: ,College Station,61642,4,0,3,,0,1,488,28,448,12,0
Texas,Texas A&M University: ,Commerce,12111,6,0,5,,1,0,85,12,72,1,1
Texas,Texas A&M University: ,Corpus Christi,11256,3,0,1,,0,2,63,5,54,4,0
Texas,Texas A&M University: ,Galveston6,,1,0,0,,0,1,11,0,11,0,0
Texas,Texas A&M University: ,Kingsville,13246,0,0,0,,0,0,98,31,67,0,0
Texas,Texas A&M University: ,San Antonio6,,0,0,0,,0,0,8,1,6,1,0
Texas,Texas Christian University,,10033,8,0,5,,1,2,131,9,120,2,0
Texas,Texas Southern University,,9233,12,2,1,,4,5,220,49,168,3,6
Texas,Texas State Technical College: ,Harlingen,5225,2,0,1,,0,1,15,0,15,0,0
Texas,Texas State Technical College: ,Waco,4114,5,0,3,,0,2,74,32,42,0,0
Texas,Texas State Technical College: ,West Texas,1453,0,0,0,,0,0,2,1,1,0,0
Texas,Texas State University,San Marcos,36739,9,0,0,,6,3,217,20,193,4,0
Texas,Texas Tech University,Lubbock,35158,7,0,5,,1,1,403,12,390,1,0
Texas,Texas Woman's University,,15071,3,0,1,,0,2,49,3,46,0,0
Texas,Tyler Junior College,,11168,2,0,1,,0,1,50,4,46,0,0
Texas,University of Houston: ,Central Campus,40914,21,0,4,,11,6,498,42,433,23,0
Texas,University of Houston: ,Clearlake,8665,0,0,0,,0,0,19,1,18,0,0
Texas,University of Houston: ,Downtown Campus,14439,2,0,0,,1,1,46,2,42,2,0
Texas,University of Mary Hardin-Baylor,,3740,1,0,0,,0,1,65,2,60,3,0
Texas,University of North Texas:,Denton,36486,5,0,2,,0,3,171,16,153,2,3
Texas,University of North Texas:,Health Science Center,2243,0,0,0,,0,0,10,0,10,0,0
Texas,University of Texas:,Arlington,39740,5,0,1,,2,2,148,8,140,0,0
Texas,University of Texas:,Austin,51313,6,0,2,,2,2,397,36,354,7,0
Texas,University of Texas:,Dallas,23095,3,0,2,,0,1,151,4,145,2,0
Texas,University of Texas:,El Paso,23079,11,0,1,,0,10,146,27,117,2,0
Texas,University of Texas:,"Health Science Center, San Antonio",3147,4,0,1,,1,2,60,2,56,2,0
Texas,University of Texas:,"Health Science Center, Tyler6",,0,0,0,,0,0,11,1,9,1,0
Texas,University of Texas:,Houston,4859,21,0,3,,5,13,311,21,288,2,1
Texas,University of Texas:,Medical Branch,3211,0,0,0,,0,0,114,0,109,5,0
Texas,University of Texas:,Permian Basin,5560,0,0,0,,0,0,22,7,12,3,0
Texas,University of Texas:,San Antonio,28628,4,0,3,,1,0,128,6,115,7,0
Texas,University of Texas:,Southwestern Medical School,2341,4,0,0,,1,3,130,17,109,4,0
Texas,University of Texas:,Tyler,8036,0,0,0,,0,0,42,9,32,1,0
Texas,West Texas A&M University,,8972,3,0,3,,0,0,71,21,49,1,0
Utah,Brigham Young University,,30484,1,0,1,,0,0,148,9,135,4,0
Utah,Snow College,,4779,1,0,,0,0,1,18,1,15,2,0
Utah,Southern Utah University,,7656,1,0,1,,0,0,27,7,19,1,1
Utah,University of Utah,,31515,12,0,,4,0,8,506,42,435,29,1
Utah,Utah State University,Eastern6,,0,0,,0,0,0,47,2,45,0,0
Utah,Utah Valley University,,31332,1,0,,0,1,0,76,5,69,2,0
Utah,Weber State University,,25954,1,0,,0,0,1,55,4,50,1,0
Vermont,University of Vermont,,12856,3,0,2,,0,1,176,15,161,0,2
Virginia,Bridgewater College,,1785,0,0,0,,0,0,15,4,10,1,0
Virginia,Christopher Newport University,,5221,3,0,1,,0,2,152,4,146,2,0
Virginia,College of William and Mary,,8437,3,0,3,,0,0,167,10,156,1,0
Virginia,Eastern Virginia Medical School,,1049,0,0,0,,0,0,28,1,27,0,0
Virginia,Emory and Henry College,,1038,0,0,0,,0,0,0,0,0,0,0
Virginia,Ferrum College,,1451,2,0,0,,0,2,17,1,16,0,0
Virginia,George Mason University,,33729,8,0,4,,2,2,148,7,139,2,3
Virginia,Hampton University,,4393,2,0,1,,1,0,50,14,36,0,0
Virginia,James Madison University,,20855,2,0,0,,1,1,110,10,98,2,1
Virginia,J. Sargeant Reynolds Community College,,11861,1,0,0,,0,1,27,0,27,0,0
Virginia,Longwood University,,5096,6,0,5,,0,1,47,8,38,1,0
Virginia,Lord Fairfax Community College,,6996,0,0,0,,0,0,0,0,0,0,0
Virginia,Norfolk State University,,6027,0,0,0,,0,0,17,1,13,3,5
Virginia,Northern Virginia Community College,,51487,1,0,0,,0,1,56,1,55,0,0
Virginia,Old Dominion University,,24932,19,0,4,,5,10,258,9,246,3,0
Virginia,Radford University,,9798,9,0,7,,2,0,83,3,80,0,6
Virginia,Richard Bland College,,1525,2,0,2,,0,0,20,3,17,0,0
Virginia,University of Richmond,,4182,7,0,7,,0,0,109,20,84,5,3
Virginia,University of Virginia,,23732,10,0,1,,3,6,189,30,157,2,0
Virginia,University of Virginia's College at Wise,,2183,0,0,0,,0,0,19,6,13,0,0
Virginia,Virginia Commonwealth University,,30848,14,0,3,,3,8,447,14,426,7,1
Virginia,Virginia Military Institute,,1700,0,0,0,,0,0,31,12,19,0,0
Virginia,Virginia Polytechnic Institute and State University,,31224,7,0,4,,1,2,168,34,131,3,1
Virginia,Virginia State University,,5025,11,0,2,,4,5,78,21,55,2,0
Virginia,Virginia Western Community College,,8632,0,0,0,,0,0,2,0,2,0,0
Washington,Central Washington University,,11799,8,0,7,,1,0,96,6,85,5,0
Washington,Eastern Washington University,,13453,6,0,5,,1,0,63,17,43,3,1
Washington,Evergreen State College,,4219,4,0,4,,0,0,104,19,80,5,0
Washington,University of Washington,,44784,7,0,3,,2,2,670,38,620,12,1
Washington,Washington State University: ,Pullman,28686,8,0,6,,1,1,175,28,144,3,1
Washington,Washington State University: ,Vancouver6,,0,0,0,,0,0,12,1,11,0,0
Washington,Western Washington University,,15060,3,0,1,,1,1,127,11,114,2,0
West Virginia,Potomac State College,,1540,3,0,0,,0,3,4,3,1,0,0
West Virginia,Shepherd University,,4041,3,0,3,,0,0,12,1,11,0,0
West Virginia,West Virginia State University,,2884,2,0,2,,0,0,29,5,22,2,1
West Virginia,West Virginia Tech,,1261,1,0,0,,0,1,5,1,4,0,0
West Virginia,West Virginia University,,29175,22,0,2,,2,18,102,7,94,1,0
Wisconsin,University of Wisconsin:,Eau Claire,10721,0,0,,0,0,0,83,0,83,0,0
Wisconsin,University of Wisconsin:,Green Bay,6927,1,1,,0,0,0,12,0,12,0,0
Wisconsin,University of Wisconsin:,La Crosse,10669,1,0,,1,0,0,79,0,79,0,0
Wisconsin,University of Wisconsin:,Madison,42598,7,0,,3,1,3,244,18,225,1,0
Wisconsin,University of Wisconsin:,Milwaukee,27596,5,0,,4,1,0,181,17,164,0,1
Wisconsin,University of Wisconsin:,Oshkosh,14541,7,0,,7,0,0,63,5,58,0,5
Wisconsin,University of Wisconsin:,Parkside,4543,0,0,,0,0,0,23,4,19,0,0
Wisconsin,University of Wisconsin:,Platteville,8901,5,0,5,,0,0,58,5,52,1,0
Wisconsin,University of Wisconsin:,River Falls,6198,1,0,1,,0,0,55,3,51,1,1
Wisconsin,University of Wisconsin:,Stevens Point,9330,1,0,,1,0,0,47,1,46,0,1
Wisconsin,University of Wisconsin:,Stout,9394,5,0,,3,0,2,70,8,62,0,0
Wisconsin,University of Wisconsin:,Superior,2600,0,0,,0,0,0,16,0,15,1,0
Wisconsin,University of Wisconsin:,Whitewater,12176,3,0,,1,1,1,62,9,51,2,0
Wyoming,Northern Wyoming Community College District,,4374,3,0,1,,0,2,1,0,1,0,0
Wyoming,University of Wyoming,,12820,1,0,0,,0,1,156,11,144,1,0
